Latitude,Longitude,Density Class,x,y
29.3002,-94.7741,2,-10550204.5523908,3413910.53597442
20.3171,-86.929,2,-9676892.01516847,2310633.85296741
18.97,-85.53,2,-9521156.04754869,2151404.21940836
26.4665,-82.03,0,-9131537.82977223,3056974.63309879
27.5459,-97.2391,3,-10824607.0971962,3191841.8663675
27.6174,-97.2006,2,-10820321.2968007,3200821.75830045
27.6353,-97.1918,2,-10819341.6852817,3203070.78815055
27.7825,-97.093,3,-10808343.3195913,3221579.58717874
27.3269,-97.3341,2,-10835182.4488216,3164373.28731364
29.2642,-94.83,2,-10556427.3119261,3409315.94291456
27.9925,-96.927,3,-10789864.2841196,3248028.24414319
27.8266,-97.0541,3,-10804012.9913994,3227129.5542697
27.5058,-97.2597,3,-10826900.2787065,3186808.15013445
30.4007,-86.5946,0,-9639666.7774472,3555160.77898273
30.2409,-88.1164,0,-9809072.7785364,3534553.02860621
29.9558,-90.0232,4,-10021336.783581,3497869.60992552
29.5955,-95.0897,2,-10585336.9836851,3451660.38875599
11.72,-61.25,0,-6818318.811088,1313859.01889965
13.47,-60.41,0,-6724810.43882165,1513480.1813573
15.73,-62.37,1,-6942996.64077647,1773476.24398291
18.5,-64.37,0,-7165635.62236301,2096156.53846629
16.88,-81.53,1,-9075878.08437559,1906860.79562854
27.8106,-97.0688,2,-10805649.3879141,3225115.70035428
27.3467,-97.327,2,-10834392.0804369,3166854.51008509
29.2509,-94.8533,2,-10559021.0560616,3407618.90533434
29.2806,-94.8015,2,-10553254.7064385,3411408.83455583
29.1785,-90.0694,2,-10026479.7440557,3398384.76142888
21.1053,-86.7624,2,-9658346.18800231,2404438.92595187
28.2407,-97.3306,3,-10834792.8306038,3279354.58583879
28.0423,-96.8746,2,-10784031.1428021,3254307.89938181
27.6766,-97.1653,2,-10816391.7187757,3208261.29480439
27.4772,-97.2737,0,-10828458.7515777,3183219.13909881
27.5788,-97.2214,3,-10822636.7422092,3195973.14554172
29.7614,-95.0798,3,-10584234.9207263,3472916.76043311
29.9607,-90.044,3,-10023652.2289895,3498499.19453849
29.7491,-93.6638,2,-10426606.521763,3471339.58544124
29.7675,-93.8917,2,-10451976.2337148,3473699.00846169
29.597,-94.9863,3,-10573826.5483371,3451852.42326098
13.35,-71.32,2,-7939306.08337626,1499747.42176211
16.98,-73.63,1,-8196454.10710873,1918497.0470727
16.75,-74.58,2,-8302207.62336234,1891742.87318388
17.73,-75.85,0,-8443583.3766698,2005969.57315737
16.66,-84.63,1,-9420968.50583474,1881282.67018295
14.17,-66.37,2,-7388274.60394956,1593727.44983652
12.04,-63.16,0,-7030939.03850315,1350261.00395026
13.65,-62.47,2,-6954128.5898558,1534092.26222222
19.93,-81.81,0,-9107047.5417977,2264740.30715627
24.15,-83.52,1,-9297403.87105421,2771696.94409114
27.5591,-97.232,3,-10823816.7288116,3193499.25214483
29.2216,-94.905,2,-10564776.2737356,3403881.09690018
29.1824,-94.9705,2,-10572067.7003826,3398882.01459305
29.5587,-95.0168,3,-10577221.7928063,3446950.03605285
29.1582,-90.1022,3,-10030131.0233537,3395796.8000853
19.8006,-87.4759,2,-9737772.64468332,2249424.16004345
19.1735,-96.1193,1,-10699951.5314059,2175373.41656117
28.0502,-96.8658,3,-10783051.5312831,3255304.33664072
27.9551,-96.9629,2,-10793860.6538391,3243314.10536834
27.5551,-97.2341,3,-10824050.4997422,3192996.99299212
27.5691,-97.2267,2,-10823226.7355104,3194754.98009584
30.3438,-88.5639,1,-9858888.2506664,3547819.12042039
30.3092,-89.3256,3,-9943680.30680363,3543356.85957268
30.304,-89.2894,2,-9939650.54123691,3542686.36697727
29.6557,-95.0077,4,-10576208.7854401,3459369.61820171
16.22,-85.88,0,-9560117.86932633,1830214.09752778
14.96,-62.06,0,-6908487.59863055,1684590.71365912
15.89,-69.58,2,-7745610.16939597,1791987.64714704
29.2902,-94.7871,1,-10551651.7057711,3412634.09771728
29.2667,-94.8244,2,-10555803.9227777,3409634.95958397
29.3093,-94.7609,2,-10548735.1351123,3415072.20344038
26.0691,-97.1549,2,-10815233.9960714,3007641.7944595
28.0591,-96.855,2,-10781849.2807825,3256426.99289521
27.6058,-97.2074,1,-10821078.2693381,3199364.4827455
27.6124,-97.2041,3,-10820710.9150184,3200193.60336238
29.1824,-94.9706,2,-10572078.8323317,3398882.01459305
29.2806,-94.8015,3,-10553254.7064385,3411408.83455583
16.7994,-87.8548,1,-9779951.59974489,1897486.46302821
21.3352,-97.411,2,-10843742.9176636,2431892.78231027
29.596,-94.9871,3,-10573915.6039297,3451724.39994037
30.3075,-89.3268,2,-9943813.89019258,3543137.65615696
29.9539,-90.0193,4,-10020902.6375669,3497625.49362886
29.7129,-94.9934,2,-10574616.9167217,3466698.94068783
29.6547,-95.0082,3,-10576264.4451855,3459241.52027127
29.6555,-95.0076,2,-10576197.653491,3459343.99851379
29.6555,-95.0078,3,-10576219.9173892,3459343.99851379
18.12,-64.89,0,-7223521.75757552,2051599.12507552
15.5793,-61.4632,2,-6842052.12652513,1756054.12868082
17.5,-62.31,1,-6936317.47132887,1979106.4997244
17.77,-63.78,0,-7099957.12279499,2010644.9189982
14.97,-71.18,0,-7923721.35466521,1685742.98944266
24.22,-83.18,0,-9259555.24418449,2780239.07406244
15.9,-74.97,0,-8345622.22477172,1793145.09690103
11.1,-64.52,1,-7182333.54598201,1243449.03410843
11.25,-66.87,1,-7443934.3493462,1260469.67745417
16.6,-63.07,0,-7020920.28433176,1874311.93441409
29.1828,-94.97,2,-10572012.0406372,3398933.01598633
29.2384,-94.8765,2,-10561603.668248,3406024.14630598
29.281,-94.8006,1,-10553154.5188968,3411459.88488898
29.27,-94.8195,2,-10555258.4572728,3410056.07353241
29.3087,-94.7622,2,-10548879.8504503,3414995.60679198
29.3281,-94.7381,2,-10546197.0507222,3417472.45992912
27.827,-97.0541,3,-10804012.9913994,3227179.90442011
27.5963,-97.2127,3,-10821668.2626393,3198171.13922797
27.581,-97.2202,2,-10822503.1588202,3196249.44547292
27.4158,-97.3014,0,-10831542.3014726,3175517.20445678
27.3593,-97.3227,2,-10833913.4066265,3168433.70090857
26.988,-97.3781,2,-10840080.5064165,3121972.5876602
19.4165,-96.3223,1,-10722549.3880369,2204033.94600165
19.3408,-96.3057,2,-10720701.4844898,2195100.97447507
27.2995,-97.8158,2,-10888805.0475367,3160940.40665657
27.9553,-96.963,3,-10793871.7857882,3243339.31032142
30.3183,-87.2416,1,-9711690.48799045,3544530.30721796
15.38,-61.8,0,-6879544.5310243,1733033.05907111
19.82,-79.6,1,-8861031.46714457,2251719.60280357
16.33,-78.92,0,-8785334.21340515,1842970.41932214
10.69,-65.89,0,-7334841.24836879,1196970.16648999
13.05,-63.12,0,-7026486.25887142,1465445.23065525
17.38,-63.32,1,-7048750.15703008,1965104.50476607
29.2774,-94.8064,0,-10553800.1719434,3411000.43908462
29.2736,-94.8133,2,-10554568.2764299,3410515.4860716
29.3068,-94.7637,2,-10549046.8296865,3414753.05370929
27.3104,-82.5764,0,-9192362.79954167,3162305.94011793
27.5893,-97.2164,2,-10822080.1447552,3197291.89965838
27.3873,-97.3124,4,-10832766.8158714,3171943.65743179
27.3785,-97.3156,3,-10833123.0382419,3170840.43253211
27.2661,-97.3508,0,-10837041.4843178,3156756.94598975
29.1517,-95.021,0,-10577689.3346676,3394968.25065335
29.3892,-94.8823,0,-10562249.3212946,3425276.35183071
28.0459,-96.8701,0,-10783530.2050935,3254761.96297943
27.8243,-97.0564,2,-10804269.0262283,3226840.04450534
27.7258,-97.1351,2,-10813029.8701537,3214447.2207856
27.6197,-97.2,3,-10820254.5051062,3201110.71920207
30.3075,-89.3267,2,-9943802.7582435,3543137.65615696
29.9538,-90.0195,4,-10020924.9014651,3497612.64553195
29.9184,-90.0664,0,-10026145.7855833,3493065.23072905
29.6528,-95.0091,2,-10576364.6327272,3458998.13771021
29.6527,-95.009,2,-10576353.5007781,3458985.32822901
30.3786,-87.8526,2,-9779706.69686514,3552308.76608644
13.72,-60.68,0,-6754866.70133584,1542112.30745589
18.78,-77.82,2,-8662882.77353254,2129051.52386045
17.37,-65.25,0,-7263596.77426109,1963938.08705475
17.02,-70.05,1,-7797930.33006881,1923153.28213929
14.19,-69.54,0,-7741157.38976424,1596023.80757445
14.08,-71.12,1,-7917042.18521761,1583396.33986038
21.526733,-87.37755,2,-9726824.3727638,2454797.84206871
18.58,-83.39,1,-9282932.33725108,2105549.57956767
29.184,-94.968,2,-10571789.4016556,3399086.02135932
29.2379,-94.8777,0,-10561737.251637,3405960.35999629
29.2621,-94.8339,2,-10556861.4579402,3409047.97494002
29.263,-94.8319,2,-10556638.8189586,3409162.81768381
29.2807,-94.8014,3,-10553243.5744894,3411421.59712038
29.292,-94.7846,3,-10551373.4070441,3412863.8473795
26.0818,-97.1581,2,-10815590.218442,3009215.75611342
26.6328,-97.3014,0,-10831542.3014726,3077669.39077996
27.8268,-97.0536,1,-10803957.3316541,3227154.72932171
27.6506,-97.1832,2,-10818384.3376609,3204993.43489005
27.7047,-97.1495,2,-10814632.8708211,3211793.97192457
27.5845,-97.2186,3,-10822325.0476349,3196689.02496713
30.4583,-91.1879,3,-10150990.5945079,3562597.11499456
29.6531,-95.009,4,-10576353.5007781,3459036.56623016
29.6549,-95.008,2,-10576242.1812873,3459267.13975553
29.5966,-94.9866,3,-10573859.9441844,3451801.21378043
30.4452,-84.1889,3,-9371865.47844583,3560905.47908162
30.2426,-89.425,2,-9954745.46418848,3534772.08332824
30.3067,-89.3274,2,-9943880.68188706,3543034.50292386
18.23,-64.58,0,-7189012.71542961,2064487.28425596
12.57,-61.85,0,-6885110.50556397,1410647.83223399
18.15,-74.89,1,-8336716.66550826,2055113.27239794
16.63,-81.39,2,-9060293.35566453,1877797.02975992
17.08,-63.98,0,-7122221.02095364,1930139.50153569
18.3464,-64.791,2,-7212501.12798698,2078134.17864416
29.2659,-94.8255,3,-10555926.3742176,3409532.87340107
29.2924,-94.7843,2,-10551340.0111969,3412914.90340987
19.75,-79.29,2,-8826522.42499866,2243438.39321718
27.6322,-97.1934,3,-10819519.7964669,3202681.26502983
27.5871,-97.2174,3,-10822191.464246,3197015.57881579
29.2275,-94.8946,2,-10563618.5510314,3404633.67538403
29.2325,-94.8863,2,-10562694.5992578,3405271.48770379
29.5526,-95.0217,2,-10577767.2583112,3446169.40972367
29.2641,-94.83,2,-10556427.3119261,3409303.18241002
27.9125,-96.9994,2,-10797923.8152531,3237946.51375615
27.8349,-97.046,1,-10803111.303524,3228174.35791441
28.0771,-97.2225,1,-10822759.193649,3258697.81779854
29.6526,-95.0098,2,-10576442.5563708,3458972.51876054
29.7588,-95.3309,0,-10612187.2448645,3472583.35771563
30.3063,-89.3278,1,-9943925.20968338,3542982.92662302
29.6522,-95.0095,2,-10576409.1605235,3458921.28101394
14.0726,-60.9595,0,-6785980.49901255,1582547.07448327
13.13,-61.12,0,-6803847.27728488,1474588.37054219
17.13,-78.12,1,-8696278.62077053,1935963.06805756
16.5,-80.97,0,-9013539.16953136,1862698.87215069
17.0,-63.72,0,-7093277.95334739,1920825.04037747
17.35,-72.5,0,-8070663.08251233,1961605.44262598
17.6,-73.93,0,-8229849.95434671,1990781.89126188
21.0313,-86.7912,2,-9661552.18933716,2395611.17007309
27.1882,-97.3672,2,-10838867.1239668,3147004.5927179
29.1958,-94.9479,2,-10569551.8798907,3400590.66954205
29.3129,-94.8209,3,-10555414.3045599,3415531.79278755
29.3106,-94.759,0,-10548523.6280798,3415238.16439004
29.3205,-94.7444,2,-10546898.3635142,3416502.09021373
29.3317,-94.7266,0,-10544916.8765781,3417932.13398082
28.519,-96.8045,3,-10776227.6464974,3314566.80065564
27.9704,-96.9484,2,-10792246.5212226,3245242.41915595
27.9039,-97.0064,2,-10798703.0516886,3236863.17203135
27.83,-97.0508,2,-10803645.6370798,3227557.53646261
27.5513,-97.2361,3,-10824273.1387238,3192519.86374365
30.5338,-88.1238,2,-9809896.54276828,3572351.0575265
30.3058,-89.328,2,-9943947.47358154,3542918.45654291
29.9876,-94.9653,2,-10571488.8390305,3501956.03868153
13.37,-61.56,1,-6852827.85323391,1502035.73934136
13.32,-69.8,0,-7770100.45737049,1496315.3007033
17.57,-63.28,0,-7044297.37739835,1987278.59682646
17.67,-64.12,2,-7137805.7496647,1998958.5099976
17.72,-66.9,1,-7447273.93407,2004800.89984258
13.12,-69.81,0,-7771213.65227842,1473445.31558434
24.9,-84.74,0,-9433213.649822,2863466.86682388
29.2669,-94.8249,2,-10555859.5825231,3409660.48125451
29.2813,-94.8007,2,-10553165.6508459,3411498.17276999
29.2922,-94.7843,2,-10551340.0111969,3412889.37536969
29.2891,-94.7888,2,-10551840.9489054,3412493.6971391
29.2848,-94.7943,1,-10552453.2061048,3411944.87302183
29.363,-89.4345,0,-9955802.99935102,3421929.42876888
27.7764,-97.3915,2,-10841572.1875931,3220812.08191769
29.2337,-94.8837,0,-10562405.1685817,3405424.56729526
29.182,-94.9715,2,-10572179.0198734,3398831.01339862
29.5586,-95.0168,2,-10577221.7928063,3446937.23851994
29.2632,-94.8313,2,-10556572.0272642,3409188.3384308
29.2633,-94.8319,1,-10556638.8189586,3409201.09882303
19.1943,-96.1235,3,-10700419.0732672,2177825.00158125
21.2608,-97.4189,2,-10844622.3416408,2423003.50878397
28.0699,-96.8475,2,-10781014.3846016,3257789.44218658
27.7541,-97.3761,3,-10839857.8674349,3218006.65015021
30.2366,-88.6651,0,-9870153.78313467,3533998.96592715
30.3056,-89.3282,2,-9943969.7374797,3542892.66860295
29.6527,-95.0091,4,-10576364.6327272,3458985.32822901
30.242,-88.1059,2,-9807903.92388308,3534694.76946427
16.98,-61.87,1,-6887336.89537983,1918497.0470727
11.72,-67.75,0,-7541895.50124428,1313859.01889965
18.94,-75.84,2,-8442470.18176186,2147873.15931854
19.1,-74.37,2,-8278830.53029575,2166712.83974875
18.98,-75.08,2,-8357867.36875898,2152581.38062091
17.3,-74.98,1,-8346735.41967965,1955774.94370359
16.87,-78.6,2,-8749711.9763513,1905697.51003169
16.47,-86.0,0,-9573476.20822152,1859216.12580967
29.2643,-94.8299,1,-10556416.179977,3409328.70343157
29.279,-94.8024,3,-10553354.8939802,3411204.63522161
29.2701,-94.819,2,-10555202.7975274,3410068.83477336
29.2711,-94.818,2,-10555091.4780366,3410196.44786944
24.21,-84.02,0,-9353063.61645084,2779018.48269595
27.9566,-96.9612,2,-10793671.4107048,3243503.14365455
27.8176,-97.0629,2,-10804992.6029184,3225996.72493002
27.4246,-97.2972,2,-10831074.7596113,3176620.80172765
29.2287,-94.8927,2,-10563407.0439989,3404786.74750037
29.1813,-94.9722,3,-10572256.9435169,3398741.76178683
29.0836,-95.1173,2,-10588409.401631,3386290.75068992
26.1241,-97.1663,3,-10816503.0382665,3014459.39620549
28.1577,-96.7288,2,-10767800.7610444,3268870.73965106
30.3787,-87.8525,2,-9779695.56491606,3552321.66966945
14.54,-60.61,0,-6747074.33698031,1636243.16010059
12.67,-61.53,0,-6849488.26851012,1422055.3829491
13.0,-62.28,2,-6932977.88660507,1459732.2718805
15.98,-62.23,2,-6927411.91206541,1802406.77004641
29.2526,-89.9553,3,-10013778.1901562,3407835.80761238
16.68,-83.53,1,-9298517.06596214,1883606.73384189
16.74,-83.72,2,-9319667.76921286,1890580.38470212
27.4301,-97.2951,0,-10830840.9886806,3177310.5946848
29.1954,-94.9488,2,-10569652.0674324,3400539.66168396
29.3662,-94.8127,2,-10554501.4847354,3422338.16708594
29.2672,-94.8246,2,-10555826.1866758,3409698.76385392
29.2898,-94.7869,2,-10551629.4418729,3412583.04278664
29.3131,-94.7554,2,-10548122.8779129,3415557.32600444
27.9616,-96.9569,3,-10793192.7368943,3244133.29024661
27.8307,-97.0495,2,-10803500.9217418,3227645.65210777
27.6863,-97.1611,3,-10815924.1769143,3209480.65710608
27.6712,-97.1704,2,-10816959.4481787,3207582.52147092
27.4948,-97.2651,2,-10827501.4039568,3185427.65094156
27.5981,-97.212,2,-10821590.3389957,3198397.23847794
19.1941,-96.1245,2,-10700530.392758,2177801.42717367
18.437298,-93.221816,2,-10377405.0879442,2088797.57566386
28.6986,-96.2179,2,-10710927.6331981,3337340.21282781
28.0388,-96.8782,2,-10784431.8929689,3253866.46323088
30.3062,-89.3277,2,-9943914.0777343,3542970.03258069
30.367,-89.0839,2,-9916774.3858789,3550812.04002724
29.6032,-89.8705,2,-10004338.2973369,3452646.19617944
29.5977,-94.9855,3,-10573737.4927445,3451942.04034057
30.3522,-86.2509,1,-9601406.26846155,3548902.68176465
30.3768,-87.8374,1,-9778014.64060508,3552076.50384978
16.19,-61.86,2,-6886223.7004719,1826736.33910617
11.9,-61.83,0,-6882884.1157481,1334329.86967046
16.67,-80.97,0,-9013539.16953136,1882444.67164691
12.43,-65.48,0,-7289200.25714355,1394684.70951759
17.38,-63.38,0,-7055429.32647767,1965104.50476607
16.74,-65.23,2,-7261370.38444523,1890580.38470212
17.4,-68.78,0,-7656554.57676135,1967437.53139506
18.0,-63.85,0,-7107749.48715051,2037548.54475061
19.4,-78.57,0,-8746372.3916275,2202086.51105503
17.17,-79.1,2,-8805371.72174793,1940623.04894332
27.6009,-97.2102,2,-10821389.9639123,3198748.95580293
27.5981,-97.212,3,-10821590.3389957,3198397.23847794
29.1399,-95.04,1,-10579804.4049927,3393464.24872675
29.2666,-94.8249,2,-10555859.5825231,3409622.19876742
29.2969,-94.7787,2,-10550716.6220484,3413489.29753108
29.2902,-94.787,2,-10551640.573822,3412634.09771728
26.2319,-97.1819,3,-10818239.6223228,3027831.216576
27.9436,-96.9729,2,-10794973.848747,3241864.89908211
27.9271,-96.9872,1,-10796565.7174654,3239785.87257207
27.7031,-97.1503,3,-10814721.9264138,3211592.79863194
27.5322,-97.2462,2,-10825397.4655808,3190121.91142944
27.5445,-97.2842,0,-10829627.606231,3191666.09471078
19.1943,-96.1235,2,-10700419.0732672,2177825.00158125
30.2027,-85.8545,1,-9557279.2223111,3529631.73868309
29.8266,-90.4717,3,-10071263.5752018,3481280.30636107
16.38,-76.63,0,-8530412.57948855,1848771.11680333
17.73,-86.53,2,-9632475.53834196,2005969.57315737
17.72,-69.2,0,-7703308.76289453,2004800.89984258
19.32,-73.86,2,-8222057.58999118,2192647.19854779
29.4685,-94.5928,0,-10530022.32871,3435411.8008969
27.3146,-82.582,0,-9192986.18869011,3162832.14477436
27.7672,-82.7721,0,-9214148.02388991,3219654.61439811
29.1824,-94.9703,2,-10572045.4364844,3398882.01459305
29.5317,-95.0088,3,-10576331.23688,3443495.16196773
29.2362,-94.8794,2,-10561926.4947713,3405743.48887391
29.2652,-94.8279,2,-10556193.5409955,3409443.54864628
29.2821,-94.7988,3,-10552954.1438134,3411600.27433562
29.3249,-94.7377,0,-10546152.5229259,3417063.87439419
26.1561,-97.1709,3,-10817015.1079241,3018427.47750746
26.1226,-97.1661,2,-10816480.7743683,3014273.41907241
27.9565,-96.9611,2,-10793660.2787557,3243490.54102042
27.8385,-97.0518,2,-10803756.9565706,3228627.55060791
27.8274,-97.0531,2,-10803901.6719087,3227230.25475607
27.8262,-97.0547,3,-10804079.7830939,3227079.20430483
29.9788,-90.8157,0,-10109557.4800347,3500825.07214168
30.242,-88.1059,0,-9807903.92388308,3534694.76946427
30.3061,-89.3278,2,-9943925.20968338,3542957.13855152
18.1,-78.53,0,-8741919.61199577,2049256.69474677
18.35,-75.3,2,-8382357.6567335,2078556.39380959
17.55,-84.7,0,-9428760.87019027,1984943.38992721
13.08,-67.17,1,-7477330.19658418,1468873.56034443
29.3036,-94.7706,3,-10549814.934173,3414344.55345954
29.3238,-94.7392,0,-10546319.5021621,3416923.42607723
21.526733,-87.37755,2,-9726824.3727638,2454797.84206871
27.5814,-97.22,3,-10822480.8949221,3196299.68241943
26.8223,-97.3547,2,-10837475.6303319,3101287.97035267
29.2274,-94.8949,2,-10563651.9468786,3404620.91945529
29.111,-95.0829,0,-10584580.0111477,3389781.44771362
29.2699,-94.8188,3,-10555180.5336292,3410043.31230395
29.2714,-94.8172,3,-10555002.422444,3410234.73204171
19.0399,-95.9691,1,-10683231.3438887,2159634.05720802
18.856,-95.8967,2,-10675171.8127553,2137989.56221343
21.2771,-97.4207,2,-10844822.7167243,2424950.6395699
27.8262,-97.0545,2,-10804057.5191958,3227079.20430483
28.0442,-97.2702,0,-10828069.1333599,3254547.54216448
27.583,-97.2196,2,-10822436.3671257,3196500.63203762
16.7156,-87.8752,0,-9782222.51735707,1887744.16882579
19.430959,-96.321492,0,-10722459.4418884,2205740.65166001
19.449,-96.3203,2,-10722326.7490553,2207870.38108328
30.2417,-88.1092,1,-9808271.2782027,3534656.11270928
30.3066,-89.3274,2,-9943880.68188706,3543021.60882892
29.6527,-95.0091,4,-10576364.6327272,3458985.32822901
13.39,-61.54,2,-6850601.46341805,1504324.24678125
12.67,-61.5,0,-6846148.68378632,1422055.3829491
12.0,-61.7,1,-6868412.58194497,1345708.40840911
17.95,-74.18,0,-8257679.82704503,2031696.96159551
14.28,-61.85,2,-6885110.50556397,1606359.93025531
17.98,-75.4,2,-8393489.60581283,2035207.71265943
17.03,-78.2,2,-8705184.18003399,1924317.49629682
17.47,-79.6,2,-8861031.46714457,1975605.13672779
13.08,-67.85,2,-7553027.45032361,1468873.56034443
16.03,-71.08,0,-7912589.40558588,1808197.19535134
29.3299,-94.7294,2,-10545228.5711523,3417702.2949265
24.8964,-80.6618,2,-8979230.50246887,2863025.05328797
28.9384,-95.295,0,-10608190.875145,3367808.06899064
29.2167,-94.9128,2,-10565644.5657638,3403256.10704235
29.2656,-94.8264,2,-10556026.5617593,3409494.59128842
29.2847,-94.794,2,-10552419.8102576,3411932.10994512
29.2762,-94.8091,2,-10554100.7345685,3410847.29407989
29.3821,-94.7233,3,-10544549.5222585,3424369.27612099
19.1646,-96.1036,2,-10698203.8154004,2174324.51560288
28.5611,-96.5393,3,-10746705.7175391,3319901.6207937
27.7046,-97.1494,2,-10814621.738872,3211781.39850736
27.4781,-97.2727,2,-10828347.4320869,3183332.06580195
27.8102,-97.0695,3,-10805727.3115577,3225065.35780782
27.818,-97.063,2,-10805003.7348675,3226047.07090674
30.3786,-87.8525,0,-9779695.56491606,3552308.76608644
30.3063,-89.3277,2,-9943914.0777343,3542982.92662302
29.9559,-90.0469,4,-10023975.0555128,3497882.45828089
30.3298,-87.1442,1,-9700847.96958718,3546013.391468
13.31,-60.32,0,-6714791.68465025,1495171.35494463
14.1833,-60.0167,1,-6681028.48309266,1595254.50517064
17.97,-64.61,1,-7192352.3001534,2034037.39607156
17.9,-64.62,0,-7193465.49506133,2025847.0324742
16.87,-84.33,0,-9387572.65859676,1905697.51003169
21.526733,-87.37755,2,-9726824.3727638,2454797.84206871
27.7279,-82.7458,0,-9211220.32128205,3214711.31630055
24.91,-82.62,0,-9197216.32934026,2864694.19426499
16.93,-77.19,1,-8592751.49433278,1912678.14860164
16.2,-79.83,1,-8886634.95002703,1827895.53311945
29.2325,-94.8863,3,-10562694.5992578,3405271.48770379
29.5584,-95.0168,2,-10577221.7928063,3446911.64349211
29.3657,-94.8122,2,-10554445.82499,3422274.3008772
29.2648,-94.8288,2,-10556293.7285372,3409392.50620383
29.3149,-94.7527,3,-10547822.3152878,3415787.1272084
29.329,-94.7319,2,-10545506.8698793,3417587.37692072
27.8666,-97.0328,3,-10801641.8862456,3232165.4883641
27.8314,-97.0494,2,-10803489.7897927,3227733.76832126
27.7349,-97.1286,3,-10812306.2934635,3215591.67143326
27.6701,-97.2706,0,-10828113.6611562,3207444.25694178
27.622,-97.1993,3,-10820176.5814626,3201399.68617297
27.4241,-97.2975,2,-10831108.1554585,3176558.09498085
28.0461,-96.87,2,-10783519.0731444,3254787.18918047
29.5965,-94.9866,3,-10573859.9441844,3451788.41144203
29.6827,-85.2674,0,-9491923.54926637,3462828.74371109
30.3063,-89.3276,2,-9943902.94578522,3542982.92662302
30.306,-89.3279,0,-9943936.34163246,3542944.24453549
29.9193,-89.9593,3,-10014223.4681193,3493180.82293118
29.9998,-90.4532,0,-10069204.1646221,3503524.1353951
16.97,-61.91,2,-6891789.67501156,1917333.14348649
13.27,-61.47,0,-6842809.09906252,1490596.04384803
13.01,-61.2434,1,-6817584.10244877,1460874.77141124
14.33,-62.45,2,-6951902.20003993,1612104.00477548
17.26,-65.12,0,-7249125.24045797,1951111.68569054
17.32,-76.67,2,-8534865.35912028,1958106.95283057
29.2681,-94.8222,2,-10555559.0198979,3409813.61232619
29.318,-94.7487,2,-10547377.0373246,3416182.90545157
19.22,-81.28,2,-9048048.21167727,2180854.55143783
25.9932,-81.7532,0,-9100724.59472064,2998238.75872949
24.39,-83.21,2,-9262894.82890829,2801003.83260236
27.8388,-97.0682,3,-10805582.5962196,3228665.31734445
28.1043,-97.0219,2,-10800428.5037959,3262130.00873485
27.7216,-97.1379,2,-10813341.5647279,3213919.04501741
27.6662,-97.3211,2,-10833735.2954413,3206954.05755337
27.5857,-97.2182,3,-10822280.5198386,3196839.74116599
27.8207,-97.0602,3,-10804692.0402933,3226386.9111006
20.2637,-94.8305,0,-10556482.9716715,2304296.11665754
26.1262,-97.1666,2,-10816536.4341137,3014719.76820333
26.0763,-97.1576,2,-10815534.5586966,3008534.09821765
26.1132,-97.1643,0,-10816280.3992849,3013108.01672725
21.289833,-97.420017,2,-10844746.6855121,2426471.82131442
22.282206,-97.798196,2,-10886845.3792208,2545441.32914811
29.6821,-85.2648,0,-9491634.11859031,3462751.86416445
30.4198,-87.1936,2,-9706347.15243237,3557626.16079137
30.3065,-89.3275,2,-9943891.81383614,3543008.71474713
29.6756,-94.9832,2,-10573481.4579157,3461919.03181894
12.57,-61.64,2,-6861733.41249738,1410647.83223399
12.22,-61.73,0,-6871752.16666877,1370756.10838534
13.9,-60.15,0,-6695867.3712154,1562746.29940896
10.62,-64.52,0,-7182333.54598201,1189041.090999
10.67,-65.36,2,-7275841.91824836,1194704.53028432
17.2,-63.0,0,-7013127.91997623,1944118.69418827
13.1,-69.98,2,-7790137.96571328,1471159.34512326
16.8,-72.77,0,-8100719.34502652,1897556.23240935
18.35,-76.23,1,-8485884.78317124,2078556.39380959
18.8,-74.97,0,-8345622.22477172,2131403.24765352
14.25,-75.4,1,-8393489.60581283,1602914.09819725
17.17,-80.02,2,-8907785.65327775,1940623.04894332
16.43,-84.47,2,-9403157.38730782,1854573.30240212
29.2387,-94.8758,0,-10561525.7446045,3406062.41824135
29.2982,-94.7758,2,-10550393.7955251,3413655.23832296
29.3102,-94.7599,2,-10548623.8156215,3415187.09925729
29.3274,-94.734,2,-10545740.64081,3417383.0807479
28.0592,-96.8559,2,-10781949.4683242,3256439.60753845
28.0281,-96.889,3,-10785634.1434695,3252517.0189069
27.8283,-97.0528,2,-10803868.2760614,3227343.54369037
27.1345,-97.3742,0,-10839646.3604024,3140285.81978706
29.2352,-94.8817,2,-10562182.5296001,3405615.91930785
29.182,-94.9711,0,-10572134.4920771,3398831.01339862
30.3768,-87.8374,0,-9778014.64060508,3552076.50384978
29.6827,-85.2675,0,-9491934.68121545,3462828.74371109
30.2458,-88.0788,0,-9804887.16568258,3535184.43190841
14.34,-61.71,2,-6869525.77685291,1613252.9731989
13.3,-61.32,1,-6826111.17544353,1494027.45641851
13.12,-61.53,0,-6849488.26851012,1473445.31558434
17.02,-72.57,2,-8078455.44686786,1923153.28213929
19.44,-78.88,1,-8780881.43377341,2206807.90679959
19.08,-74.93,0,-8341169.44513998,2164356.88665334
11.98,-64.05,0,-7130013.38530917,1343432.36411006
13.47,-63.22,0,-7037618.20795075,1513480.1813573
27.5861,-97.218,2,-10822258.2559405,3196889.98026543
28.9376,-95.2954,0,-10608235.4029413,3367706.30789529
