Latitude,Longitude,Density Class,x,y
29.6497,-95.0114,3,-10576620.667556,3458601.04971116
14.18,-60.75,0,-6762659.06569136,1594875.60338883
17.42,-66.22,0,-7371576.68033057,1969770.81324923
15.96,-65.13,0,-7250238.4353659,1800091.00533365
17.4,-68.78,0,-7656554.57676135,1967437.53139506
16.38,-76.63,0,-8530412.57948855,1848771.11680333
17.57,-84.33,1,-9387572.65859676,1987278.59682646
15.81,-61.99,2,-6900695.23427502,1782730.11586947
29.3098,-94.761,3,-10548746.2670614,3415136.03432469
29.4823,-94.5626,2,-10526660.480088,3437176.40822928
29.2522,-89.9557,2,-10013822.7179525,3407784.77145799
26.4807,-82.1815,0,-9148402.73262741,3058740.54348478
27.5672,-97.2278,2,-10823349.1869502,3194516.38298142
28.7848,-95.5855,2,-10640529.1872204,3348284.30577436
28.9866,-95.2415,2,-10602235.2823876,3373940.6257035
29.1957,-94.9479,2,-10569551.8798907,3400577.91755887
29.5586,-95.0168,0,-10577221.7928063,3446937.23851994
29.4488,-94.9234,2,-10566824.5523662,3432893.17603901
27.9811,-96.9385,2,-10791144.4582637,3246591.14095908
27.9271,-96.9876,3,-10796610.2452617,3239785.87257207
27.5562,-97.2336,3,-10823994.8399968,3193135.11243509
30.3059,-89.3281,1,-9943958.60553061,3542931.35053263
29.7645,-95.3655,2,-10616038.8992459,3473314.29036465
30.3768,-87.8374,0,-9778014.64060508,3552076.50384978
30.3786,-87.8526,2,-9779706.69686514,3552308.76608644
13.77,-60.57,0,-6742621.55734857,1547842.37524402
12.86,-66.22,0,-7371576.68033057,1443742.09462094
17.84,-65.0,0,-7235766.90156278,2018829.29326847
15.57,-69.95,1,-7786798.38098948,1754979.3947474
19.33,-79.14,0,-8809824.50137967,2193826.85951079
17.15,-80.35,0,-8944521.08523953,1938292.9330069
29.2161,-94.9137,2,-10565744.7533055,3403179.57972635
29.1949,-94.9495,0,-10569729.9910759,3400475.90214116
29.2022,-94.9366,2,-10568293.9696447,3401406.8223362
29.2863,-94.7927,2,-10552275.0949195,3412136.32067154
29.2816,-94.8,3,-10553087.7272023,3411536.46076341
29.3312,-94.7277,2,-10545039.328018,3417868.28939209
26.2089,-97.1783,2,-10817838.872156,3024977.19235464
26.1037,-97.1636,2,-10816202.4756413,3011930.31170274
27.5836,-97.2198,3,-10822458.6310239,3196575.98890023
27.7828,-97.0928,2,-10808321.0556931,3221617.33444972
27.8206,-97.0602,3,-10804692.0402933,3226374.32427605
27.3283,-97.333,2,-10835059.9973817,3164548.71274695
16.7168,-87.8784,0,-9782578.73972761,1887883.64636725
29.7474,-90.8138,3,-10109345.9730022,3471121.61712828
29.5932,-94.9908,4,-10574327.4860457,3451365.94139416
30.3056,-89.3282,2,-9943969.7374797,3542892.66860295
13.14,-61.51,1,-6847261.87869425,1475731.47203638
14.07,-68.7,2,-7647649.01749789,1582248.69047351
18.45,-67.76,2,-7543008.69615221,2090288.11709939
19.03,-79.17,0,-8813164.08610346,2158468.2475486
17.98,-75.4,2,-8393489.60581283,2035207.71265943
10.42,-64.62,2,-7193465.49506133,1166396.55406816
29.3896,-94.8854,4,-10562594.4117161,3425327.45657124
29.3901,-94.8845,0,-10562494.2241744,3425391.3377795
29.2571,-94.8427,0,-10557841.0694592,3408409.97810119
29.2856,-94.7936,3,-10552375.2824613,3412046.9780852
24.21,-84.02,2,-9353063.61645084,2779018.48269595
27.9158,-96.997,2,-10797656.6484752,3238362.23751843
27.6317,-97.1939,1,-10819575.4562124,3202618.43975333
27.561,-97.2311,3,-10823716.5412699,3193737.83165273
27.5605,-97.2312,3,-10823727.6732189,3193675.04717138
27.8002,-97.0786,2,-10806740.3189239,3223806.85438561
26.8002,-97.3495,3,-10836896.7689798,3098531.47927116
18.437298,-93.221816,2,-10377405.0879442,2088797.57566386
21.289833,-97.420017,2,-10844746.6855121,2426471.82131442
29.5955,-94.9876,2,-10573971.2636752,3451660.38875599
29.8272,-95.0728,0,-10583455.6842907,3481357.29682602
29.8664,-95.5513,2,-10636722.0606353,3486388.34282906
30.2006,-88.448,0,-9845986.32168346,3529361.25197156
30.306,-89.3278,0,-9943925.20968338,3542944.24453549
29.9559,-90.0469,4,-10023975.0555128,3497882.45828089
29.998,-90.4306,3,-10066688.3441302,3503292.76474291
19.59,-79.14,2,-8809824.50137967,2224523.52667337
17.29,-84.13,1,-9365308.7604381,1954609.03423381
16.41,-65.4,0,-7280294.69788009,1852252.24925681
15.38,-72.43,0,-8062870.7181568,1733033.05907111
16.02,-71.78,0,-7990513.04914117,1807038.99429485
29.279,-94.8031,2,-10553432.8176238,3411204.63522161
29.2778,-94.8056,2,-10553711.1163508,3411051.48781914
29.4674,-94.6024,2,-10531090.9958216,3435271.15412649
27.9926,-96.9267,2,-10789830.8882724,3248040.85098383
27.7476,-97.1195,3,-10811293.2860973,3217189.0315667
27.6006,-97.2104,2,-10821412.2278104,3198711.27137402
27.5837,-97.219,3,-10822369.5754313,3196588.54841741
27.4305,-97.2948,2,-10830807.5928334,3177360.76278584
29.2076,-94.9281,3,-10567347.7539729,3402095.49089133
19.1042,-96.0982,2,-10697602.6901502,2167207.6260698
21.2608,-97.4187,2,-10844600.0777427,2423003.50878397
26.1913,-97.1758,3,-10817560.573429,3022793.62427858
26.0765,-97.1574,0,-10815512.2947984,3008558.8852164
29.6612,-84.8631,0,-9446917.07913865,3460074.1795749
30.3184,-89.3219,2,-9943268.4246877,3544543.20285238
29.9186,-89.969,4,-10015303.26718,3493090.91779477
29.6528,-95.0093,4,-10576386.8966254,3458998.13771021
17.89,-74.32,0,-8273264.55575608,2024677.24465979
16.2,-79.83,0,-8886634.95002703,1827895.53311945
13.06,-62.64,2,-6973052.90329065,1466587.96093919
25.11,-83.88,1,-9337478.88773978,2889261.70561048
29.4384,-83.2954,0,-9272401.51342204,3431563.74387223
24.8452,-80.7467,2,-8988681.52723722,2856742.87640185
27.65,-97.1848,2,-10818562.4488461,3204918.03191236
27.6061,-97.2069,2,-10821022.6095927,3199402.1689627
29.3294,-94.7311,2,-10545417.8142867,3417638.45146475
29.3299,-94.7294,2,-10545228.5711523,3417702.2949265
21.526733,-87.37755,2,-9726824.3727638,2454797.84206871
21.516267,-87.391983,0,-9728431.04697442,2453545.45587877
28.0335,-96.8839,1,-10785066.4140664,3253198.03011189
27.8274,-97.0538,2,-10803979.5955522,3227230.25475607
27.7577,-97.1124,2,-10810502.9177127,3218459.5060602
30.2448,-88.1268,0,-9810230.50124066,3535055.57153469
29.7279,-95.2789,4,-10606398.6313432,3468621.65662406
12.23,-61.73,2,-6871752.16666877,1371895.1322634
14.1198,-60.8745,0,-6776518.34229513,1587964.48268928
13.98,-61.12,0,-6803847.27728488,1571922.10027002
17.17,-78.28,0,-8714089.73929745,1940623.04894332
17.28,-79.45,0,-8844333.54352558,1953443.1881033
15.12,-70.97,0,-7900344.26159862,1703033.60176444
29.2681,-94.8226,2,-10555603.5476943,3409813.61232619
29.4405,-94.6539,2,-10536823.9495974,3431832.17593105
27.6728,-97.169,2,-10816803.6008916,3207783.63599812
28.9291,-95.3094,2,-10609793.8758124,3366625.14476582
28.997,-95.2273,2,-10600654.5456183,3375264.20768221
29.2664,-94.8735,0,-10561269.7097756,3409596.67717177
29.2378,-94.8776,2,-10561726.1196879,3405947.60277174
29.2847,-94.794,2,-10552419.8102576,3411932.10994512
22.282206,-97.798196,0,-10886845.3792208,2545441.32914811
26.0235,-97.1529,2,-10815011.3570898,3001991.81032822
26.1567,-97.1712,3,-10817048.5037713,3018501.88942258
26.0856,-97.1594,2,-10815734.93378,3009686.73846028
27.7258,-97.1351,2,-10813029.8701537,3214447.2207856
30.3769,-87.8375,1,-9778025.77255416,3552089.40719516
30.3911,-88.8738,1,-9893386.16086323,3553921.81629668
17.0,-62.78,0,-6988637.63200171,1920825.04037747
17.64,-63.45,2,-7063221.6908332,1995453.85593174
18.25,-76.2,1,-8482545.19844745,2066831.4600855
11.57,-67.16,0,-7476217.00167625,1296810.1740969
14.85,-61.93,1,-6894016.06482743,1671919.21776892
29.2796,-94.8028,2,-10553399.4217766,3411281.20959726
29.3036,-94.7706,3,-10549814.934173,3414344.55345954
29.3184,-94.7476,2,-10547254.5858848,3416233.97448791
20.63028,-87.065838,2,-9692124.75164965,2347847.63299711
18.8,-84.9,2,-9451024.76834892,2131403.24765352
24.56,-83.17,0,-9258442.04927656,2821796.54471242
27.1822,-97.368,1,-10838956.1795595,3146253.73144349
29.227,-94.8956,3,-10563729.8705222,3404569.89586495
29.2383,-94.8767,0,-10561625.9321462,3406011.38901911
29.2868,-94.7925,1,-10552252.8310214,3412200.13717946
29.2821,-94.799,2,-10552976.4077115,3411600.27433562
29.2846,-94.7939,2,-10552408.6783085,3411919.34688091
27.9344,-96.9807,3,-10795842.1407752,3240705.64514294
27.8389,-97.0681,2,-10805571.4642706,3228677.90627984
27.9547,-97.3229,0,-10833935.6705247,3243263.69560227
27.7402,-97.125,2,-10811905.5432967,3216258.2636522
27.7216,-97.1379,2,-10813341.5647279,3213919.04501741
27.7044,-97.1497,2,-10814655.1347193,3211756.2517075
19.4187,-96.3201,2,-10722304.4851572,2204293.61892654
26.1048,-97.1632,0,-10816157.947845,3012066.67264911
28.0278,-96.8893,2,-10785667.5393167,3252479.18595295
27.9926,-96.927,3,-10789864.2841196,3248040.85098383
30.3057,-89.3283,1,-9943980.86942877,3542905.56256636
30.547,-87.1947,0,-9706469.60387225,3574057.16066605
30.3057,-89.3282,1,-9943969.7374797,3542905.56256636
13.2,-61.3,0,-6823884.78562766,1482591.06042778
14.25,-75.4,1,-8393489.60581283,1602914.09819725
16.37,-65.01,0,-7236880.09647071,1847610.85842348
15.8,-65.3,0,-7269162.74880076,1781573.18219007
16.72,-74.38,0,-8279943.72520368,1888255.59076725
17.0,-75.54,1,-8409074.33452388,1920825.04037747
29.1956,-94.9483,2,-10569596.407687,3400565.16558813
29.2949,-94.7813,2,-10551006.0527245,3413234.00813021
29.2899,-94.7872,2,-10551662.8377202,3412595.80650056
29.2794,-94.8022,2,-10553332.6300821,3411255.68475542
29.2681,-94.8222,2,-10555559.0198979,3409813.61232619
23.6,-83.7,2,-9317441.379397,2704741.56865327
27.4829,-97.2718,1,-10828247.2445451,3183934.35713395
27.6333,-97.1929,2,-10819464.1367216,3202819.48164843
27.573,-97.2248,2,-10823015.2284779,3195244.74501024
27.788,-97.0884,2,-10807831.2499337,3222271.63702651
27.7941,-97.0828,3,-10807207.8607852,3223039.22416747
27.8021,-97.0764,2,-10806495.4160441,3224045.96112288
27.8386,-97.0518,2,-10803756.9565706,3228640.13950849
27.705,-97.3357,1,-10835360.5600068,3211831.69224535
30.2444,-88.0904,0,-9806178.47177579,3535004.02775237
29.676,-94.9826,4,-10573414.6662212,3461970.28148546
29.6529,-95.009,3,-10576353.5007781,3459010.94720413
29.5959,-94.9873,3,-10573937.8678279,3451711.59767811
14.3452,-61.6716,2,-6865251.10840645,1613850.45703667
13.45,-61.73,0,-6871752.16666877,1511190.91136952
27.8878,-82.8513,0,-9222964.52756074,3234835.28700825
18.95,-80.47,2,-8957879.42413472,2149050.1088015
9.556,-79.6544,2,-8867087.24744372,1068735.40358056
14.03,-63.42,1,-7059882.1061094,1577658.59453221
13.92,-70.35,1,-7831326.17730679,1565039.95164656
29.1957,-94.948,3,-10569563.0118397,3400577.91755887
29.2679,-94.8232,2,-10555670.3393887,3409788.09035609
29.2673,-94.8244,2,-10555803.9227777,3409711.52474536
29.3205,-94.7445,2,-10546909.4954633,3416502.09021373
21.526733,-87.37755,0,-9726824.3727638,2454797.84206871
27.9607,-82.8318,0,-9220793.79749028,3244019.86170586
27.7041,-97.1499,2,-10814677.3986174,3211718.53159414
27.7039,-97.1498,3,-10814666.2666684,3211693.38490951
27.5446,-97.2398,4,-10824685.0208398,3191678.64975483
27.5795,-97.221,3,-10822592.2144128,3196061.05855509
27.5609,-97.2312,3,-10823727.6732189,3193725.27473359
29.2274,-94.8947,2,-10563629.6829805,3404620.91945529
26.3039,-97.2013,2,-10820399.2204442,3036769.20651296
26.0977,-97.1622,2,-10816046.6283542,3011186.5473007
28.5949,-95.9767,2,-10684077.3720188,3324186.2273618
28.6146,-96.62,3,-10755689.2004461,3326684.10395297
27.7533,-97.1154,3,-10810836.8761851,3217906.01753696
29.6827,-85.2676,0,-9491945.81316453,3462828.74371109
30.3787,-87.8525,2,-9779695.56491606,3552321.66966945
29.6554,-95.0077,3,-10576208.7854401,3459331.18868892
29.596,-94.9873,3,-10573937.8678279,3451724.39994037
14.85,-61.69,0,-6867299.38703704,1671919.21776892
12.7077,-61.3287,2,-6827079.65501343,1426357.18953055
13.18,-62.07,0,-6909600.79353848,1480304.34414905
12.52,-68.68,0,-7645422.62768202,1404945.72373539
19.03,-79.65,0,-8866597.44168424,2158468.2475486
17.56,-75.34,2,-8386810.43636523,1986110.96113286
17.3,-77.63,2,-8641732.07028182,1955774.94370359
10.98,-65.1,2,-7246898.85064211,1229838.81831802
12.68,-64.43,1,-7172314.79181061,1423196.38361456
20.63028,-87.065838,2,-9692124.75164965,2347847.63299711
20.8555,-86.8715,0,-9670491.14444786,2374656.82353464
23.93,-83.57,0,-9302969.84559387,2744880.62157594
24.45,-83.85,0,-9334139.30301598,2808339.23164638
29.266,-94.8252,2,-10555892.9783703,3409545.63413025
29.3139,-94.8221,0,-10555547.8879489,3415659.45937241
29.2794,-94.8034,2,-10553466.213471,3411255.68475542
29.3036,-94.7706,3,-10549814.934173,3414344.55345954
29.3108,-94.7585,0,-10548467.9683344,3415263.69703146
21.5221,-87.3839,0,-9727531.25153034,2454243.43525716
28.0671,-96.8464,0,-10780891.9331617,3257436.20144438
27.5819,-97.2201,2,-10822492.0268711,3196362.47886022
27.8201,-97.0604,3,-10804714.3041914,3226311.39032722
27.4147,-97.3015,2,-10831553.4334217,3175379.26098037
26.9889,-97.3782,0,-10840091.6383655,3122085.01922106
29.2156,-94.9143,2,-10565811.545,3403115.80730539
19.136,-96.1015,1,-10697970.0444698,2170954.27323757
26.567,-97.2779,3,-10828926.293439,3069477.49681473
30.3063,-89.3277,2,-9943914.0777343,3542982.92662302
30.3065,-89.3275,2,-9943891.81383614,3543008.71474713
12.567333,-61.431333,2,-6838504.70831202,1410343.65379328
11.23,-61.83,0,-6882884.1157481,1258199.74884074
17.39,-64.99,1,-7234653.70665484,1966270.98619868
16.3,-71.58,1,-7968249.15098252,1839490.71297543
19.38,-74.09,0,-8247661.07287364,2199726.24859368
29.3297,-94.7305,2,-10545351.0225922,3417676.75750423
21.29148,-89.634561,2,-9978073.68799862,2426668.59417446
29.2272,-94.8955,2,-10563718.7385731,3404595.40763521
29.1822,-94.9711,2,-10572134.4920771,3398856.51397098
29.2639,-94.8291,2,-10556327.1243844,3409277.66143839
29.281,-94.8007,2,-10553165.6508459,3411459.88488898
29.3139,-94.822,0,-10555536.7559998,3415659.45937241
29.3323,-94.7284,2,-10545117.2516615,3418008.74790053
27.5813,-97.2202,3,-10822503.1588202,3196287.12316563
27.8115,-97.0679,3,-10805549.2003724,3225228.97176163
27.3465,-97.327,0,-10834392.0804369,3166829.44501236
27.3457,-97.3275,2,-10834447.7401823,3166729.18517396
28.9329,-95.302,2,-10608970.1115806,3367108.47732387
29.2275,-94.8947,3,-10563629.6829805,3404633.67538403
16.7997,-87.8579,1,-9780296.69016635,1897521.3476912
27.671,-97.1705,2,-10816970.5801278,3207557.38236209
29.653,-95.0091,3,-10576364.6327272,3459023.75671078
30.307,-89.3271,2,-9943847.28603982,3543073.18528762
30.3062,-89.3279,2,-9943936.34163246,3542970.03258069
30.306,-89.328,2,-9943947.47358154,3542944.24453549
29.9607,-90.0439,3,-10023641.0970404,3498499.19453849
29.6737,-94.0438,0,-10468907.9282645,3461675.59868713
29.6529,-95.0093,4,-10576386.8966254,3459010.94720413
16.15,-72.44,2,-8063983.91306473,1822100.15002948
18.7,-75.56,2,-8411300.72433974,2119647.41639299
12.17,-78.15,0,-8699618.20549433,1365061.63403571
16.68,-84.93,0,-9454364.35307272,1883606.73384189
16.62,-64.7,0,-7202371.05432479,1876635.27080278
11.94,-68.26,0,-7598668.44154885,1338880.78094325
11.92,-68.37,2,-7610913.58553611,1336605.24147113
25.13,-82.92,1,-9230612.17657824,2891720.66187815
17.88,-76.13,2,-8474752.83409191,2023507.52274816
28.9385,-95.2952,2,-10608213.1390432,3367820.78918279
29.246,-94.8611,0,-10559889.3480898,3406993.73658038
29.2561,-94.8446,2,-10558052.5764917,3408282.38247626
29.2586,-94.8402,2,-10557562.7707322,3408601.37387772
29.3043,-94.7684,0,-10549570.0312933,3414433.91179493
29.3351,-94.7287,2,-10545150.6475088,3418366.28548699
27.7454,-97.3722,2,-10839423.7214208,3216912.31017634
27.618,-97.2009,2,-10820354.6926479,3200897.13882013
27.6154,-97.2021,2,-10820488.2760369,3200570.49288411
27.5983,-97.2117,2,-10821556.9431485,3198422.36084603
27.8132,-97.0666,2,-10805404.4850344,3225442.9314252
28.791,-95.5733,3,-10639171.0894328,3349071.8163046
19.1943,-96.1239,2,-10700463.6010635,2177825.00158125
30.3664,-89.0847,1,-9916863.44147153,3550734.62799199
29.9993,-90.4556,2,-10069471.3314,3503459.86534855
30.421,-87.9097,0,-9786063.03978944,3557781.06999742
30.3921,-88.8702,0,-9892985.41069638,3554050.86922851
30.3087,-89.3257,2,-9943691.43875271,3543292.38758516
12.81,-59.99,1,-6678056.25268848,1438033.48359559
17.55,-83.58,1,-9304083.0405018,1984943.38992721
15.22,-64.37,0,-7165635.62236301,1714567.46558791
16.48,-62.25,2,-6929638.30188127,1860376.98130312
17.6365,-63.2573,0,-7041770.42495734,1995045.0176527
20.35,-79.57,0,-8857691.88242077,2314539.65169333
18.02,-79.13,1,-8808711.30647173,2039889.64235021
29.2939,-94.7806,2,-10550928.1290809,3413106.36530469
29.2924,-94.7841,0,-10551317.7472987,3412914.90340987
29.2681,-94.8222,2,-10555559.0198979,3409813.61232619
29.3144,-94.7527,2,-10547822.3152878,3415723.29313401
29.3809,-94.7233,2,-10544549.5222585,3424215.97380313
24.32,-83.94,2,-9344158.05718738,2792450.2672316
27.4889,-97.268,3,-10827824.2304801,3184687.25821085
27.5829,-97.2192,2,-10822391.8393294,3196488.07260061
27.1333,-97.3743,2,-10839657.4923515,3140135.71649817
26.9895,-97.3781,3,-10840080.5064165,3122159.97409465
29.2666,-94.825,2,-10555870.7144722,3409622.19876742
29.3175,-94.7775,0,-10550583.0386595,3416119.06943771
28.0399,-96.877,2,-10784298.30958,3254005.19875928
27.8281,-97.0526,2,-10803846.0121633,3227318.36829045
30.33,-87.1431,2,-9700725.51814731,3546039.18577809
30.3768,-87.8374,0,-9778014.64060508,3552076.50384978
30.3063,-89.3279,3,-9943936.34163246,3542982.92662302
29.7597,-95.0565,0,-10581641.1765908,3472698.76536965
29.6764,-94.9827,3,-10573425.7981703,3462021.53135585
29.5954,-94.988,2,-10574015.7914715,3451647.58655718
16.64,-64.27,0,-7154503.67328369,1878958.84928118
19.15,-77.31,0,-8606109.83322797,2172603.9692346
16.68,-81.58,0,-9081444.05891526,1883606.73384189
16.64,-85.93,0,-9565683.84386599,1878958.84928118
16.38,-62.83,0,-6994203.60654138,1848771.11680333
29.3895,-94.8858,0,-10562638.9395124,3425314.68036727
29.2703,-94.8189,2,-10555191.6655783,3410094.35729271
21.526733,-87.37755,2,-9726824.3727638,2454797.84206871
26.0703,-97.1552,2,-10815267.3919186,3007790.50794256
28.28,-96.526,2,-10745225.1683115,3284321.4684266
27.7974,-97.0804,2,-10806940.6940073,3223454.49418205
29.1957,-94.9479,2,-10569551.8798907,3400577.91755887
29.1443,-95.0326,4,-10578980.6407608,3394025.04280958
29.9732,-90.0911,0,-10028895.3770059,3500105.41833376
13.85,-61.07,0,-6798281.30274521,1557013.03494222
13.45,-60.51,0,-6735942.38790098,1511190.91136952
13.33,-62.24,0,-6928525.10697334,1497459.29373326
16.57,-63.37,0,-7054316.13156974,1870827.38301987
16.44,-64.53,0,-7183446.74088994,1855733.91855212
17.23,-77.18,0,-8591638.29942485,1947614.90605651
16.33,-85.63,2,-9532287.99662801,1842970.41932214
10.56,-64.31,2,-7158956.45291542,1182246.18660639
12.07,-61.98,0,-6899582.03936709,1353675.89537245
29.2901,-94.7873,2,-10551673.9696693,3412621.33396588
29.3697,-94.7291,2,-10545195.1753051,3422785.23932867
29.5068,-94.5,0,-10519691.8799643,3440309.81772621
21.4349,-86.8529,0,-9668420.60191911,2443811.9610232
27.1241,-82.4716,0,-9180696.51690654,3138984.97813151
27.6169,-97.2007,3,-10820332.4287497,3200758.94151619
27.5793,-97.2212,2,-10822614.478311,3196035.94049403
27.8153,-97.0647,2,-10805192.9780019,3225707.23916274
29.2326,-94.8865,0,-10562716.8631559,3405284.24426788
29.3661,-94.8129,3,-10554523.7486336,3422325.39381911
29.2811,-94.8008,2,-10553176.782795,3411472.64750349
26.1249,-97.1663,2,-10816503.0382665,3014558.58498612
27.8274,-97.053,3,-10803890.5399596,3227230.25475607
27.8511,-97.3544,2,-10837442.2344847,3230213.84347645
27.749,-97.1186,3,-10811193.0985556,3217365.12990727
27.7044,-97.1497,2,-10814655.1347193,3211756.2517075
30.3058,-89.328,2,-9943947.47358154,3542918.45654291
30.3064,-89.3276,2,-9943902.94578522,3542995.8206785
30.3063,-89.3276,1,-9943902.94578522,3542982.92662302
29.6526,-95.0097,3,-10576431.4244217,3458972.51876054
18.56,-78.65,2,-8755277.95089096,2103200.90676189
16.24,-77.15,1,-8588298.71470105,1832532.89738705
14.18,-81.58,2,-9081444.05891526,1594875.60338883
14.15,-70.94,0,-7897004.67687482,1591431.2944741
16.2,-73.6,0,-8193114.52238493,1827895.53311945
29.3338,-94.7437,2,-10546820.4398707,3418200.2846722
29.2282,-89.9984,2,-10018576.0602093,3404722.9672339
18.03,-85.26,1,-9491099.7850345,2041060.29082365
20.17,-81.79,1,-9104821.15198184,2293180.67230714
24.6807,-81.2316,2,-9042660.34832288,2836576.48144019
29.2272,-94.8955,3,-10563718.7385731,3404595.40763521
29.1934,-94.952,2,-10570008.2898029,3400284.62537813
29.3737,-94.8348,2,-10556961.6454819,3423296.19785483
29.2852,-94.7936,3,-10552375.2824613,3411995.92545356
29.2899,-94.7882,2,-10551774.157211,3412595.80650056
29.2987,-94.7759,3,-10550404.9274742,3413719.06226701
19.0956,-96.0987,2,-10697658.3498956,2166194.50564496
19.1055,-96.099,2,-10697691.7457428,2167360.77676265
26.6332,-97.3016,2,-10831564.5653708,3077719.20394219
27.9813,-96.938,0,-10791088.7985184,3246616.35198625
27.7045,-97.1496,2,-10814644.0027702,3211768.82510167
27.5819,-97.2197,2,-10822447.4990748,3196362.47886022
29.9184,-90.0663,2,-10026134.6536342,3493065.23072905
29.7129,-95.0039,3,-10575785.7713751,3466698.94068783
18.03,-64.2,2,-7146711.30892816,2041060.29082365
16.3,-77.4,0,-8616128.58739937,1839490.71297543
17.37,-79.04,2,-8798692.55230034,1963938.08705475
17.67,-64.99,2,-7234653.70665484,1998958.5099976
24.6287,-82.8713,2,-9225190.91737661,2830207.23624849
18.78,-77.71,2,-8650637.62954529,2129051.52386045
29.5256,-94.7666,3,-10549369.6562098,3442714.74409412
29.4995,-94.5198,0,-10521896.0058821,3439376.11031622
29.5313,-94.4358,3,-10512545.1686554,3443443.98558325
21.1337,-86.7428,2,-9656164.32598277,2407828.04329135
21.516267,-87.391983,2,-9728431.04697442,2453545.45587877
20.4494,-86.9901,1,-9683693.63605594,2326345.21046216
27.3454,-97.1307,3,-10812540.0643942,3166691.58792119
27.3195,-97.3361,2,-10835405.0878032,3163446.07538604
29.5585,-95.0168,2,-10577221.7928063,3446924.44099969
29.5169,-94.8899,0,-10563095.3494246,3441601.77050604
29.2628,-94.8329,2,-10556750.1384494,3409137.29698672
29.294,-94.7817,2,-10551050.5805208,3413119.129531
19.0629,-96.0567,3,-10692982.9312822,2162342.77233246
26.0982,-97.1622,2,-10816046.6283542,3011248.5262102
28.1278,-96.9896,0,-10796832.8842433,3265096.02145776
27.6799,-97.1649,2,-10816347.1909793,3208676.1172479
27.822,-97.0586,3,-10804513.929108,3226550.54087462
29.6519,-95.0097,3,-10576431.4244217,3458882.85283762
29.7614,-95.0798,4,-10584234.9207263,3472916.76043311
30.3768,-87.8374,1,-9778014.64060508,3552076.50384978
30.3075,-89.3268,1,-9943813.89019258,3543137.65615696
30.3062,-89.3277,2,-9943914.0777343,3542970.03258069
29.9536,-90.0553,3,-10024910.1392355,3497586.9493769
18.02,-64.07,0,-7132239.77512503,2039889.64235021
18.34,-64.09,1,-7134466.1649409,2077383.59562587
17.93,-62.87,0,-6998656.3861731,2029356.79176478
12.2,-62.4,0,-6946336.22550027,1368478.18975118
14.35,-62.47,0,-6954128.5898558,1614401.99288775
14.27,-64.38,0,-7166748.81727095,1605211.26859384
12.17,-68.38,1,-7612026.78044404,1365061.63403571
17.56,-72.2,0,-8037267.23527435,1986110.96113286
18.8,-75.17,2,-8367886.12293037,2131403.24765352
17.35,-77.3,1,-8604996.63832004,1961605.44262598
17.23,-82.67,0,-9202782.30387992,1947614.90605651
11.83,-68.02,1,-7571951.76375847,1326367.38442296
29.271,-94.8177,2,-10555058.0821894,3410183.68650366
29.3109,-94.7586,2,-10548479.1002835,3415276.46337094
24.5,-83.11,0,-9251762.87982896,2814454.73230978
29.1961,-94.9472,2,-10569473.9562471,3400628.9255662
29.1824,-94.9708,2,-10572101.0962298,3398882.01459305
29.5054,-94.9588,0,-10570765.2623403,3440130.74533458
29.282,-94.7978,2,-10552842.8243226,3411587.51159619
29.285,-94.7941,2,-10552430.9422066,3411970.39921271
29.2699,-94.8194,3,-10555247.3253237,3410043.31230395
26.633,-97.3015,0,-10831553.4334217,3077694.29733928
27.7087,-97.1465,3,-10814298.9123487,3212296.91806308
27.5829,-97.2192,3,-10822391.8393294,3196488.07260061
27.5577,-97.2328,3,-10823905.7844042,3193323.45936
27.8188,-97.0626,3,-10804959.2070712,3226147.76341654
27.0601,-97.3789,0,-10840169.5620091,3130982.45855459
26.1568,-97.1711,3,-10817037.3718223,3018514.29144564
30.3787,-87.8525,2,-9779695.56491606,3552321.66966945
30.3062,-89.3276,2,-9943902.94578522,3542970.03258069
30.3058,-89.3281,2,-9943958.60553061,3542918.45654291
30.4584,-91.1879,3,-10150990.5945079,3562610.02912041
29.7601,-95.0795,4,-10584201.524879,3472750.05799304
16.15,-85.98,0,-9571249.81840566,1822100.15002948
14.62,-61.92,0,-6892902.8699195,1645445.04764678
16.41,-65.1,0,-7246898.85064211,1852252.24925681
19.82,-75.51,0,-8405734.74980008,2251719.60280357
18.62,-74.75,1,-8321131.93679719,2110247.7523445
17.3,-81.98,1,-9125971.85523256,1955774.94370359
16.39,-84.75,0,-9434326.84472993,1849931.43470786
29.2758,-94.8091,2,-10554100.7345685,3410796.24614459
19.541887,-90.70652,2,-10097403.6180299,2218839.39093622
19.3465,-81.1861,1,-9037595.31149178,2195773.45802243
27.4156,-97.3012,2,-10831520.0375745,3175492.12372253
29.5116,-95.1035,0,-10586873.1926581,3440923.79901234
29.5327,-95.0094,4,-10576398.0285744,3443623.10381441
29.3658,-94.8124,2,-10554468.0888882,3422287.07409386
29.2662,-94.825,2,-10555870.7144722,3409571.15562605
29.2899,-94.8693,0,-10560802.1679143,3412595.80650056
21.2824,-97.4205,2,-10844800.4528261,2425583.80218126
26.1235,-97.1663,2,-10816503.0382665,3014385.00506573
27.7147,-97.32,2,-10833612.8440014,3213051.37184983
27.5942,-97.214,3,-10821812.9779773,3197907.36146222
27.8118,-97.0685,3,-10805615.9920669,3225266.72910598
29.6827,-85.3092,0,-9496576.70398153,3462828.74371109
